EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
1163636,ANZDELY,BFSI02,07/02/2014,M205AP,P(M20),Offshore,3,13.99,2025-09-30
1739997,LADELY,WEALTH01,05/31/2008,Q508ANZ,P(Q50),Offshore,5,18.24,2025-09-30
937027,INADELY,INSUR01,11/16/2005,K903GL,P(K90),Offshore,6,21.78,2025-09-30
264648,ANZDELY,INSUR02,09/15/2024,G601AP,P(G60),Offshore,2,0.58,2025-09-30
1774555,MEADELY,WEALTH01,05/10/2022,E412UK,P(E41),Offshore,6,5.33,2025-09-30
881346,INADELY,WEALTH02,09/22/2024,J802LA,P(J80),Onsite,4,2.43,2025-09-30
1575088,INADELY,BFSI02,03/31/2015,K903ME,P(K90),Offshore,7,13.02,2025-09-30
603156,INADELY,WEALTH02,02/28/2024,F520LA,P(F52),Offshore,5,3.82,2025-09-30
801066,UKDELY,BANK02,03/06/2017,H710EU,P(H71),Offshore,4,7.2,2025-09-30
1571759,UKDELY,CAPMT01,03/21/2022,P407UK,P(P40),Onsite,Subcon,6.77,2025-09-30
706243,INADELY,WEALTH01,06/30/2020,E412GL,P(E41),Onsite,2,8.02,2025-09-30
333718,ANZDELY,INSUR03,10/30/2017,M205HQ,P(M20),Offshore,5,10.59,2025-09-30
1812171,EURDELY,BANK02,08/11/2001,S710GL,B(BCH),Offshore,5,25.97,2025-09-30
612677,LADELY,BFSI02,07/04/2004,Q508US,P(Q50),Offshore,5,24.17,2025-09-30
106450,USDELY,BFSI01,10/24/2016,L104IN,P(L10),Offshore,5,9.41,2025-09-30
1439839,INADELY,BFSI05,02/27/2017,G601US,P(G60),Offshore,5,11.57,2025-09-30
310139,USDELY,INSUR03,06/02/2000,R609AP,P(R60),Offshore,6,25.18,2025-09-30
1156299,USDELY,WEALTH01,06/02/2013,N306HQ,P(N30),Offshore,5,11.99,2025-09-30
1782730,USDELY,CAPMT01,08/22/2010,S710US,P(S71),Offshore,4,15.0,2025-09-30
1476494,USDELY,CAPMT01,05/21/2025,K903ANZ,P(K90),Offshore,6,3.64,2025-09-30
1919702,EURDELY,WEALTH02,10/21/2015,L104EU,B(BCH),Onsite,4,9.61,2025-09-30
1594560,INADELY,BFSI04,11/09/2013,E412ANZ,P(E41),Onsite,6,12.13,2025-09-30
285590,ANZDELY,BANK01,11/17/2007,M205ME,B(BCH),Offshore,4,20.67,2025-09-30
777258,EURDELY,INSUR03,08/12/2021,G601AP,P(G60),Offshore,Subcon,6.9,2025-09-30
1696597,ANZDELY,BFSI02,10/29/2017,F520EU,P(F52),Offshore,Subcon,8.16,2025-09-30
1668180,USDELY,INSUR03,05/26/2020,U912US,P(U91),Offshore,4,5.07,2025-09-30
809068,INADELY,BANK03,02/23/2021,E412EU,P(E41),Offshore,3,5.82,2025-09-30
1929430,EURDELY,BFSI02,04/25/2018,R609AP,P(R60),Onsite,3,6.03,2025-09-30
1043108,ANZDELY,INSUR02,06/07/2017,U912UK,B(BCH),Offshore,5,10.44,2025-09-30
1993851,EURDELY,BFSI04,12/13/2021,Q508US,P(Q50),Offshore,5,3.61,2025-09-30
1457623,USDELY,WEALTH01,04/08/2016,R609EU,P(R60),Offshore,3,10.61,2025-09-30
1362299,USDELY,CAPMT01,06/24/2005,K903EU,P(K90),Offshore,7,19.14,2025-09-30
454818,APDELY,Others,12/04/2010,C210IN,P(C21),Offshore,Subcon,14.26,2025-09-30
1750254,INADELY,INSUR01,06/14/2010,V013EU,N(TRN),Onsite,4,18.21,2025-09-30
15946,USDELY,BFSI04,03/30/2011,F520GL,P(F52),Onsite,6,17.25,2025-09-30
286411,ANZDELY,INSUR02,09/15/2000,V013IN,P(V01),Onsite,4,27.16,2025-09-30
1113281,ANZDELY,BFSI02,03/28/2016,S710LA,P(S71),Onsite,5,10.44,2025-09-30
1992680,EURDELY,BANK01,09/23/2002,R609ANZ,P(R60),Offshore,Subcon,23.56,2025-09-30
236412,UKDELY,WEALTH01,06/13/2014,D305US,P(D30),Onsite,5,11.09,2025-09-30
1337658,EURDELY,BANK02,10/19/2023,P407HQ,N(TRN),Offshore,4,2.51,2025-09-30
1673243,INADELY,INSUR01,04/01/2010,Q508LA,L(LEV),Offshore,4,15.91,2025-09-30
1540108,ANZDELY,CAPMT02,10/15/2016,M205AP,P(M20),Offshore,7,9.74,2025-09-30
201312,INADELY,BFSI02,09/18/2016,Q508US,P(Q50),Offshore,6,10.38,2025-09-30
1187732,EURDELY,BFSI03,12/21/2018,Q508IN,P(Q50),Offshore,6,10.03,2025-09-30
1269151,USDELY,BFSI03,07/17/2009,V013GL,P(V01),Offshore,4,18.86,2025-09-30
744242,INADELY,BANK03,02/22/2010,E412AP,P(E41),Offshore,6,18.89,2025-09-30
1726365,APDELY,Others,04/19/2001,W114AP,P(W11),Offshore,4,24.41,2025-09-30
722663,USDELY,BFSI05,12/23/2017,F520HQ,P(F52),Offshore,3,11.04,2025-09-30
202429,INADELY,INSUR01,05/07/2020,P407ME,P(P40),Offshore,4,7.42,2025-09-30
1639142,MEADELY,BFSI02,01/23/2007,C210UK,P(C21),Onsite,5,17.51,2025-09-30
939275,APDELY,WEALTH02,07/30/2018,W114LA,P(W11),Offshore,4,6.15,2025-09-30
911594,ANZDELY,WEALTH02,01/14/2002,T811AP,P(T81),Offshore,4,22.4,2025-09-30
438706,USDELY,INSUR01,12/25/2012,F520AP,P(F52),Onsite,4,14.91,2025-09-30
378458,ANZDELY,INSUR02,11/20/2015,T811GL,P(T81),Offshore,3,8.49,2025-09-30
49303,UKDELY,BFSI02,04/04/2019,M205HQ,B(BCH),Offshore,5,6.99,2025-09-30
251536,UKDELY,BANK02,08/21/2020,G601HQ,P(G60),Offshore,6,3.96,2025-09-30
1781012,ANZDELY,CAPMT02,07/03/2023,V013ME,N(TRN),Offshore,3,4.39,2025-09-30
474670,USDELY,BFSI05,02/11/2005,D305GL,P(D30),Onsite,5,22.93,2025-09-30
746309,INADELY,BFSI04,07/27/2006,J802US,P(J80),Onsite,4,18.36,2025-09-30
1602057,APDELY,BFSI05,04/15/2025,S710LA,P(S71),Offshore,5,3.49,2025-09-30
1193825,APDELY,BANK02,09/23/2019,M205UK,P(M20),Offshore,3,5.95,2025-09-30
586032,EURDELY,BANK03,12/03/2013,T811US,L(LEV),Onsite,5,12.08,2025-09-30
612044,ANZDELY,BFSI02,09/29/2022,W114HQ,P(W11),Offshore,4,6.19,2025-09-30
1559629,MEADELY,WEALTH01,06/03/2014,V013EU,B(BCH),Offshore,5,14.53,2025-09-30
954815,ANZDELY,BANK02,09/28/2007,D305GL,P(D30),Offshore,3,21.38,2025-09-30
1109051,EURDELY,BFSI05,09/08/2012,N306IN,P(N30),Offshore,4,14.87,2025-09-30
119818,INADELY,BANK02,03/28/2004,D305IN,P(D30),Offshore,5,21.18,2025-09-30
1795863,APDELY,BFSI04,05/06/2006,M205US,P(M20),Offshore,6,21.1,2025-09-30
1398598,USDELY,BFSI02,11/23/2016,L104GL,P(L10),Offshore,5,7.9,2025-09-30
1483943,INADELY,BFSI02,03/25/2016,Q508GL,P(Q50),Offshore,2,12.69,2025-09-30
726664,MEADELY,WEALTH02,03/03/2006,H710EU,P(H71),Offshore,4,21.93,2025-09-30
1074702,INADELY,BFSI01,11/17/2005,M205HQ,B(BCH),Onsite,5,19.19,2025-09-30
1463002,INADELY,BFSI05,06/06/2018,R609ANZ,P(R60),Offshore,4,10.58,2025-09-30
1290511,USDELY,WEALTH01,09/23/2010,J802GL,P(J80),Offshore,4,15.78,2025-09-30
1761359,USDELY,WEALTH01,02/16/2017,R609AP,B(BCH),Offshore,5,7.84,2025-09-30
428796,INADELY,BFSI04,07/22/2021,K903ANZ,P(K90),Offshore,6,3.12,2025-09-30
1783964,UKDELY,BFSI03,03/11/2007,L104US,P(L10),Offshore,4,17.71,2025-09-30
927446,ANZDELY,INSUR02,03/12/2001,R609IN,B(BCH),Offshore,4,24.84,2025-09-30
819849,LADELY,BANK03,04/18/2014,J802ANZ,P(J80),Offshore,6,13.12,2025-09-30
1669645,ANZDELY,BFSI01,03/23/2006,L104LA,P(L10),Offshore,5,21.01,2025-09-30
1909720,ANZDELY,INSUR03,08/13/2024,H710UK,L(LEV),Offshore,7,1.66,2025-09-30
1637751,USDELY,BANK01,09/11/2010,E412ANZ,L(LEV),Offshore,4,15.75,2025-09-30
242485,INADELY,WEALTH02,09/26/2000,W114GL,P(W11),Offshore,5,27.02,2025-09-30
620841,UKDELY,BANK03,09/08/2018,J802HQ,P(J80),Offshore,4,8.09,2025-09-30
766240,ANZDELY,Others,12/14/2001,P407LA,P(P40),Offshore,5,23.48,2025-09-30
44062,USDELY,BFSI02,08/25/2004,N306EU,P(N30),Offshore,5,21.17,2025-09-30
102978,USDELY,BANK02,06/19/2021,G601LA,P(G60),Offshore,5,3.01,2025-09-30
1637789,MEADELY,BFSI01,12/18/2001,L104EU,P(L10),Offshore,6,23.78,2025-09-30
660276,UKDELY,WEALTH02,07/28/2008,K903ANZ,P(K90),Offshore,4,15.83,2025-09-30
1385168,USDELY,BFSI03,12/10/2017,N306ME,P(N30),Offshore,5,8.15,2025-09-30
401784,UKDELY,WEALTH02,12/18/2011,N306GL,P(N30),Offshore,6,12.59,2025-09-30
1273436,LADELY,BFSI05,05/29/2014,U912AP,P(U91),Offshore,3,11.23,2025-09-30
945153,EURDELY,CAPMT02,10/08/2015,G601LA,B(BCH),Offshore,5,12.95,2025-09-30
1299437,LADELY,INSUR03,03/22/2018,C210US,P(C21),Offshore,4,9.34,2025-09-30
75306,ANZDELY,WEALTH01,01/06/2003,C210UK,P(C21),Offshore,4,22.96,2025-09-30
1199598,ANZDELY,BFSI04,09/08/2016,R609IN,P(R60),Onsite,5,8.16,2025-09-30
779549,USDELY,INSUR03,02/28/2001,J802US,P(J80),Offshore,5,24.93,2025-09-30
1187913,ANZDELY,INSUR03,10/22/2012,R609EU,P(R60),Offshore,5,12.35,2025-09-30
294643,INADELY,WEALTH01,12/09/2003,G601LA,L(LEV),Offshore,6,25.16,2025-09-30
1410561,USDELY,BFSI02,01/09/2013,U912GL,P(U91),Offshore,6,14.7,2025-09-30
1954740,INADELY,BFSI05,01/21/2010,N306GL,B(BCH),Onsite,4,14.8,2025-09-30
1667532,UKDELY,BANK03,07/19/2016,U912HQ,P(U91),Offshore,5,8.26,2025-09-30
1864399,ANZDELY,BANK01,07/31/2023,P407LA,L(LEV),Offshore,4,3.46,2025-09-30
272829,LADELY,BFSI02,03/17/2023,R609LA,B(BCH),Offshore,4,4.86,2025-09-30
1351745,EURDELY,BFSI04,06/26/2002,Q508GL,B(BCH),Offshore,6,23.2,2025-09-30
349669,USDELY,INSUR02,09/27/2012,N306GL,P(N30),Offshore,6,14.6,2025-09-30
1165198,USDELY,BANK01,03/10/2004,W114GL,P(W11),Onsite,5,24.68,2025-09-30
333368,USDELY,BANK02,04/09/2001,V013ANZ,P(V01),Offshore,3,26.74,2025-09-30
565023,APDELY,CAPMT02,05/04/2022,W114ANZ,P(W11),Offshore,6,5.03,2025-09-30
643537,UKDELY,CAPMT01,04/10/2003,L104LA,P(L10),Onsite,5,22.97,2025-09-30
984005,USDELY,BFSI04,06/29/2015,M205IN,P(M20),Onsite,Subcon,10.52,2025-09-30
1187867,ANZDELY,INSUR02,12/31/2011,R609US,P(R60),Onsite,5,12.42,2025-09-30
1992615,USDELY,CAPMT02,09/08/2014,J802UK,B(BCH),Offshore,7,10.42,2025-09-30
344165,UKDELY,WEALTH01,04/23/2022,S710AP,P(S71),Offshore,3,4.38,2025-09-30
514844,USDELY,BANK03,08/14/2012,C210ANZ,P(C21),Offshore,5,14.81,2025-09-30
996892,USDELY,Others,01/03/2006,E412ME,P(E41),Offshore,6,21.97,2025-09-30
777426,ANZDELY,BFSI01,09/24/2008,V013GL,P(V01),Offshore,4,17.36,2025-09-30
954461,INADELY,INSUR03,04/30/2005,W114HQ,N(TRN),Onsite,4,20.7,2025-09-30
721113,EURDELY,BANK03,11/02/2022,F520EU,P(F52),Onsite,4,1.52,2025-09-30
1506510,USDELY,WEALTH02,09/06/2006,T811LA,P(T81),Offshore,5,19.12,2025-09-30
1295697,USDELY,CAPMT01,02/02/2015,W114AP,P(W11),Offshore,5,11.52,2025-09-30
1190537,USDELY,Others,11/30/2004,N306IN,B(BCH),Offshore,Subcon,23.23,2025-09-30
1531115,INADELY,Others,11/29/2011,W114LA,P(W11),Offshore,Subcon,16.13,2025-09-30
1221387,USDELY,BFSI01,08/25/2007,V013LA,P(V01),Offshore,5,20.39,2025-09-30
807316,ANZDELY,INSUR02,12/05/2004,C210HQ,P(C21),Offshore,4,21.33,2025-09-30
876040,APDELY,CAPMT02,02/25/2021,T811HQ,P(T81),Offshore,6,3.32,2025-09-30
299579,UKDELY,BANK02,11/25/2016,S710GL,B(BCH),Onsite,4,11.82,2025-09-30
727911,EURDELY,INSUR03,08/16/2008,W114LA,P(W11),Offshore,7,17.03,2025-09-30
1984438,LADELY,BANK01,12/07/2021,L104EU,P(L10),Offshore,4,6.9,2025-09-30
1678085,INADELY,BANK01,05/13/2024,E412HQ,P(E41),Offshore,4,3.89,2025-09-30
1631233,INADELY,BANK01,07/18/2003,C210AP,P(C21),Offshore,4,21.9,2025-09-30
1014702,USDELY,INSUR03,02/27/2006,U912AP,P(U91),Offshore,3,19.2,2025-09-30
116462,APDELY,INSUR02,06/29/2004,J802ANZ,B(BCH),Offshore,4,20.17,2025-09-30
1626413,ANZDELY,BFSI05,06/01/2021,Q508LA,P(Q50),Offshore,5,4.18,2025-09-30
608559,APDELY,BFSI02,01/02/2024,V013EU,P(V01),Offshore,5,0.5,2025-09-30
1942464,USDELY,BFSI05,03/22/2022,C210ME,P(C21),Offshore,4,6.3,2025-09-30
617056,INADELY,Others,10/24/2004,L104HQ,P(L10),Offshore,6,21.62,2025-09-30
1354929,EURDELY,WEALTH02,12/29/2020,F520GL,P(F52),Offshore,4,4.82,2025-09-30
1543268,UKDELY,INSUR03,02/14/2015,G601ANZ,P(G60),Offshore,6,12.83,2025-09-30
378039,EURDELY,CAPMT01,09/16/2014,Q508GL,P(Q50),Offshore,3,10.38,2025-09-30
304884,UKDELY,INSUR02,03/16/2017,B194AP,B(BCH),Offshore,4,11.73,2025-09-30
643226,EURDELY,Others,08/07/2010,K903IN,P(K90),Onsite,3,15.1,2025-09-30
860220,APDELY,BANK01,06/26/2016,E412AP,P(E41),Onsite,5,8.34,2025-09-30
331253,UKDELY,BANK03,02/13/2021,Q508GL,B(BCH),Offshore,5,7.17,2025-09-30
1607735,USDELY,BFSI02,09/10/2023,T811LA,P(T81),Onsite,5,3.29,2025-09-30
139516,INADELY,INSUR01,09/21/2006,V013GL,P(V01),Offshore,4,19.65,2025-09-30
1436682,USDELY,WEALTH02,12/25/2019,D305GL,B(BCH),Offshore,6,6.75,2025-09-30
967975,EURDELY,WEALTH01,10/05/2017,L104ANZ,N(TRN),Onsite,4,7.49,2025-09-30
163154,ANZDELY,BANK03,09/14/2002,D305GL,P(D30),Onsite,7,26.13,2025-09-30
76552,USDELY,BFSI05,10/18/2016,F520ME,L(LEV),Offshore,Subcon,11.71,2025-09-30
1911628,USDELY,BFSI02,08/07/2015,U912UK,P(U91),Offshore,3,10.53,2025-09-30
277066,INADELY,INSUR02,05/20/2013,B194ANZ,P(B19),Offshore,5,12.9,2025-09-30
805400,INADELY,INSUR02,12/16/2006,R609IN,P(R60),Offshore,4,20.83,2025-09-30
246652,ANZDELY,CAPMT02,10/18/2010,W114ANZ,P(W11),Onsite,4,13.53,2025-09-30
1263645,APDELY,BFSI01,01/16/2018,J802ANZ,B(BCH),Offshore,5,9.89,2025-09-30
1637523,ANZDELY,BANK01,04/21/2014,J802HQ,P(J80),Offshore,5,13.95,2025-09-30
506823,USDELY,BFSI04,07/20/2018,T811EU,P(T81),Onsite,4,10.35,2025-09-30
1854893,INADELY,BFSI05,03/26/2022,Q508GL,P(Q50),Offshore,3,5.15,2025-09-30
809339,INADELY,BANK02,09/10/2006,Q508ME,P(Q50),Onsite,4,20.16,2025-09-30
515346,INADELY,BANK01,08/02/2002,F520LA,P(F52),Offshore,5,24.36,2025-09-30
291212,USDELY,INSUR03,07/19/2003,H710IN,P(H71),Offshore,6,21.08,2025-09-30
1529564,INADELY,BFSI01,10/09/2001,K903ME,P(K90),Onsite,6,26.2,2025-09-30
1528978,APDELY,INSUR01,12/08/2014,S710EU,P(S71),Offshore,4,10.28,2025-09-30
408508,LADELY,BFSI03,03/04/2009,S710EU,P(S71),Offshore,4,16.6,2025-09-30
603618,USDELY,BANK03,02/18/2016,L104AP,P(L10),Offshore,5,8.52,2025-09-30
1525011,UKDELY,BANK02,01/13/2014,H710IN,P(H71),Offshore,4,11.23,2025-09-30
316022,ANZDELY,CAPMT02,10/19/2008,L104UK,P(L10),Offshore,4,19.53,2025-09-30
1057111,EURDELY,BANK02,01/02/2022,K903LA,P(K90),Offshore,5,3.92,2025-09-30
303514,INADELY,WEALTH02,08/20/2002,G601GL,B(BCH),Offshore,5,21.9,2025-09-30
1725461,APDELY,Others,05/19/2010,Q508UK,P(Q50),Onsite,3,14.87,2025-09-30
966321,USDELY,WEALTH02,04/18/2000,S710ANZ,P(S71),Offshore,5,23.95,2025-09-30
1524547,USDELY,BANK01,04/25/2019,B194GL,P(B19),Offshore,6,5.38,2025-09-30
211984,EURDELY,INSUR02,08/13/2023,H710HQ,B(BCH),Offshore,4,4.52,2025-09-30
175715,USDELY,CAPMT01,11/28/2010,R609HQ,B(BCH),Offshore,Subcon,16.67,2025-09-30
1788106,ANZDELY,BFSI01,01/04/2017,D305ME,P(D30),Offshore,4,10.33,2025-09-30
1483973,USDELY,WEALTH02,05/19/2025,Q508IN,P(Q50),Offshore,Subcon,3.25,2025-09-30
1937601,ANZDELY,INSUR01,02/28/2012,V013LA,P(V01),Onsite,3,16.63,2025-09-30
1895993,EURDELY,BFSI01,09/13/2000,G601IN,B(BCH),Offshore,7,27.22,2025-09-30
1504664,INADELY,BFSI02,04/18/2025,L104UK,P(L10),Offshore,4,0.81,2025-09-30
1890150,EURDELY,CAPMT01,06/18/2022,F520US,P(F52),Offshore,5,2.19,2025-09-30
496841,INADELY,BANK02,10/17/2017,W114HQ,P(W11),Offshore,Subcon,9.54,2025-09-30
